name,Gaia alert name,Calib server name,Gaiadr2 id,ra,dec,Classification,Priority,Cadence
Gaia19dqd,Gaia19dqd,ivo://Gaia19dqd,5994095047367727872,243.725359669,-40.1782214924
Gaia19dqe,Gaia19dqe,ivo://Gaia19dqe,3119418739746054784,99.856348025,-0.369873863764
Gaia19dqf,Gaia19dqf,ivo://Gaia19dqf,4120111897425615616,265.687239028,-19.0984187847
Gaia19dqg,Gaia19dqg,ivo://Gaia19dqg,4257792468608166656,279.337153727,-3.47149752498
Gaia19dqm,Gaia19dqm,ivo://Gaia19dqm,4309657840813094400,290.517594071,11.2931429648
Gaia19dqn,Gaia19dqn,ivo://Gaia19dqn,4071095016317794816,269.405592109,-20.3426344894
Gaia19dqx,Gaia19dqx,ivo://Gaia19dqx,5903100431417309056,226.696807782,-49.4379336091
Gaia19dqz,Gaia19dqz,ivo://Gaia19dqz,4070519525026430592,267.965030459,-21.8090882499
Gaia19drf,Gaia19drf,ivo://Gaia19drf,4155622446517317632,280.143123505,-8.84760022514
Gaia19dro,Gaia19dro,ivo://Gaia19dro,5943995765692740608,246.310171775,-45.0947394507
Gaia19drp,Gaia19drp,ivo://Gaia19drp,3370147419973546240,94.1138465556,16.9658641836
Gaia19drq,Gaia19drq,ivo://Gaia19drq,4253200422682674176,281.179495018,-6.36249024511
Gaia19drr,Gaia19drr,ivo://Gaia19drr,6058331647728839808,186.894195242,-60.2742960894
Gaia19dry,Gaia19dry,ivo://Gaia19dry,4104813430104796416,278.163469014,-13.144183679
Gaia19drz,Gaia19drz,ivo://Gaia19drz,4265706817693460736,285.539417075,0.0300688312486
Gaia19dsb,Gaia19dsb,ivo://Gaia19dsb,4293519239207122048,288.501502554,5.20312293447
Gaia19dsn,Gaia19dsn,ivo://Gaia19dsn,4053817423644082304,265.82259423,-33.8288013219
Gaia19dst,Gaia19dst,ivo://Gaia19dst,5860812213522725248,183.747873383,-65.7341442783
Gaia19dtd,Gaia19dtd,ivo://Gaia19dtd,4049675563337492864,272.991867249,-29.9230670293
Gaia19dtk,Gaia19dtk,ivo://Gaia19dtk,4071646627482721408,280.429405067,-28.4835967935
